hhid,paxid,person_type,person_type_id,age,age_id,student_type,student_type_id,gender,female_dummy,income,income_id,work_from_home_dummy,has_driving_license,has_fixed_work_location,fix_work_location_pcode_temp,fix_work_location_mtz,school_location_mtz,worktime_flex
670422AR3,1,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Male,0,Refused,14,0,1,1,609601,517062,0,1
670422AR3,2,Homemaker,5,50-54 yrs old,10,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
670422AR3,3,Full time student,4,15-19 yrs old,3,Post Secondary (JC/CI/ITE),4,Male,0,No Income,12,0,0,0,0,0,508021,0
670422BR2,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$6000-$6999,9,0,1,1,629852,535170,0,1
670422BR2,2,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,$5000-$5999,8,0,1,1,299939,530130,0,1
670422BR2,3, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
670422BR2,4,Full time student,4,4-9 yrs old,1,Preschool,1,Female,1,No Income,12,0,0,0,0,0,507051,0
670422CO,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$1-$1000,1,0,1,1,628054,504130,0,1
670422CO,2,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Female,1,$2000-$2499,4,0,1,1,627878,554012,0,1
670422CO,3,Full time student,4,10-14 yrs old,2,Secondary,3,Male,0,No Income,12,0,0,0,0,0,0,0
670422CO,4,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,0,0
670422DO,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,$3000-$3999,6,0,1,0,0,0,0,1
670422DO,2,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Female,1,$3000-$3999,6,0,1,0,0,0,0,1
670422DO,3,Full time student,4,15-19 yrs old,3,Post Secondary (JC/CI/ITE),4,Female,1,No Income,12,0,0,0,0,0,503043,0
670422DO,4,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,507183,0
670422ER3,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,Refused,14,0,1,0,0,0,0,1
670422ER3,2,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Female,1,Refused,14,0,1,1,318994,552040,0,1
670422ER3,3,Retired,6,85 yrs & above,17,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
670422ER3,4,Full time student,4,15-19 yrs old,3,Post Secondary (JC/CI/ITE),4,Female,1,No Income,12,0,0,0,0,0,508182,0
670422ER3,5,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,507183,0
670428AO,1,Employed Full-time,1,60-64 yrs old,12,not a full time student,11,Male,0,$1001-$1499,2,0,1,1,110006,538281,0,1
670428AO,2,Homemaker,5,55-59 yrs old,11,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
670428BO,1,Homemaker,5,65-69 yrs old,13,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
670428BO,2,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Female,1,Refused,14,0,0,1,639311,553131,0,1
670428BO,3, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
670428CR2,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,Refused,14,0,1,1,639373,553052,0,1
670428CR2,2,Employed Part-time,2,45-49 yrs old,9,not a full time student,11,Female,1,$1-$1000,1,0,1,1,650283,505070,0,1
670428CR2,3, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
670428CR2,4,Full time student,4,15-19 yrs old,3,Secondary,3,Male,0,No Income,12,0,0,0,0,0,0,0
670428DO,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,$5000-$5999,8,0,1,1,609915,517040,0,1
670428DO,2,Homemaker,5,45-49 yrs old,9,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
670428DO,3,Full time student,4,15-19 yrs old,3,Post Secondary (JC/CI/ITE),4,Female,1,No Income,12,0,0,0,0,0,512030,0
670428ER4,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,$2500-$2999,5,0,1,0,0,0,0,1
670428ER4,2,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Female,1,$1-$1000,1,0,1,1,119260,538181,0,1
670428ER4,3,Full time student,4,15-19 yrs old,3,Post Secondary (JC/CI/ITE),4,Male,0,No Income,12,0,0,0,0,0,506220,0
670428ER4,4,Full time student,4,15-19 yrs old,3,Secondary,3,Female,1,No Income,12,0,0,0,0,0,508182,0
670434AR3,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,$5000-$5999,8,0,1,1,759956,542100,0,1
670434AR3,2,Homemaker,5,40-44 yrs old,8,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
670434AR3,3,Full time student,4,15-19 yrs old,3,Secondary,3,Male,0,No Income,12,0,0,0,0,0,512020,0
670434AR3,4,Full time student,4,10-14 yrs old,2,Secondary,3,Female,1,No Income,12,0,0,0,0,0,507061,0
670434BR1,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$2500-$2999,5,0,1,1,409006,515090,0,1
670434BR1,2,Homemaker,5,35-39 yrs old,7,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
670434BR1,3,Full time student,4,4-9 yrs old,1,Preschool,1,Male,0,No Income,12,0,0,0,0,0,507051,0
670434BR1,4, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
670434BR1,5,Full time student,4,4-9 yrs old,1,Primary,2,Female,1,No Income,12,0,0,0,0,0,507052,0
670434CR1,1,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Male,0,Refused,14,0,0,1,229573,528010,0,1
670434CR1,2,Homemaker,5,50-54 yrs old,10,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
670434CR1,3,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,Refused,14,0,1,1,307591,530010,0,1
670434DO,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,$4000-$4999,7,0,1,1,903808,0,0,1
670434DO,2,Employed Part-time,2,45-49 yrs old,9,not a full time student,11,Female,1,$1-$1000,1,0,1,0,0,0,0,2
670434DO,3,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,507183,0
670434EO,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,$1500-$1999,3,0,1,1,659528,505130,0,1
670434EO,2,Homemaker,5,50-54 yrs old,10,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
670434EO,3,Full time student,4,20-24 yrs old,4,Polytechnic,5,Female,1,No Income,12,0,1,0,0,0,0,0
670434EO,4,Full time student,4,25-29 yrs old,5,University,6,Female,1,No Income,12,0,0,0,0,0,538181,0
670434EO,5,Full time student,4,20-24 yrs old,4,University,6,Female,1,No Income,12,0,0,0,0,0,0,0
670436AO,1,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,507140,0
670436AO,2,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,689236,512080,0,1
670436BO,1,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$1-$1000,1,0,0,1,629108,535040,0,1
670436CR7,1,Self-employed,3,45-49 yrs old,9,not a full time student,11,Male,0,$6000-$6999,9,0,1,1,588179,508130,0,1
670436CR7,2,Homemaker,5,40-44 yrs old,8,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
670436CR7,3,Full time student,4,15-19 yrs old,3,Secondary,3,Male,0,No Income,12,0,0,0,0,0,512070,0
670436CR7,4,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,507052,0
670436DR5,1,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Male,0,Refused,14,0,0,1,649845,518140,0,1
670436DR5,2,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Female,1,$2000-$2499,4,0,0,1,688793,512020,0,1
670436DR5,3,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,Refused,14,0,1,1,438796,525090,0,1
670436EO,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,$1-$1000,1,0,0,1,39594,514172,0,1
670436EO,2,Homemaker,5,45-49 yrs old,9,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
670436EO,3,Unemployed,7,25-29 yrs old,5,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0,0
670436EO,4,Full time student,4,15-19 yrs old,3,Post Secondary (JC/CI/ITE),4,Female,1,No Income,12,0,0,0,0,0,503043,0
670447AR1,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,$1500-$1999,3,0,1,1,110006,538281,0,1
670447AR1,2,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Female,1,$1-$1000,1,0,0,1,638455,553031,0,1
670447AR1,3,Full time student,4,10-14 yrs old,2,Secondary,3,Female,1,No Income,12,0,0,0,0,0,512080,0
670447AR1,4,Retired,6,75-79 yrs old,15,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
670447AR1,5, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
670447BO,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$3000-$3999,6,0,1,1,639131,553150,0,1
670447BO,2,Homemaker,5,40-44 yrs old,8,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
670447BO,3,Unemployed,7,15-19 yrs old,3,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
670447BO,4,Full time student,4,15-19 yrs old,3,Special education school,9,Male,0,No Income,12,0,0,0,0,0,533022,0
670447BO,5,Full time student,4,10-14 yrs old,2,Primary,2,Female,1,No Income,12,0,0,0,0,0,507183,0
670447BO,6, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
670447CO,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,$1500-$1999,3,0,1,1,416551,502030,0,1
670447CO,2,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,659528,505130,0,1
670447CO,3,Full time student,4,15-19 yrs old,3,Secondary,3,Male,0,No Income,12,0,0,0,0,0,507170,0
670447DR1,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$3000-$3999,6,0,1,1,188979,540030,0,1
670447DR1,2,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,$3000-$3999,6,0,0,1,638408,553180,0,1
670447DR1,3, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
670447EO,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,Refused,14,0,1,1,629682,535160,0,1
670447EO,2,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,Refused,14,0,0,1,638639,553121,0,1
670447EO,3,Full time student,4,10-14 yrs old,2,Primary,2,Female,1,No Income,12,0,0,0,0,0,507140,0
670447EO,4,Full time student,4,4-9 yrs old,1,Primary,2,Female,1,No Income,12,0,0,0,0,0,507140,0
670451AR8,1,Self-employed,3,60-64 yrs old,12,not a full time student,11,Male,0,Refused,14,0,1,1,597071,513010,0,1
670451AR8,2,Self-employed,3,55-59 yrs old,11,not a full time student,11,Female,1,Refused,14,0,0,1,597148,513010,0,1
670451BR8,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$8000 and above,11,0,1,1,535223,516110,0,1
670451BR8,2,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,$5000-$5999,8,0,1,1,639105,553060,0,1
670451BR8,3, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
670451CR1,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,$5000-$5999,8,0,1,1,419734,515130,0,1
670451CR1,2,Homemaker,5,45-49 yrs old,9,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
670451CR1,3,Full time student,4,15-19 yrs old,3,Post Secondary (JC/CI/ITE),4,Female,1,No Income,12,0,0,0,0,0,508021,0
670451CR1,4,Full time student,4,15-19 yrs old,3,Post Secondary (JC/CI/ITE),4,Male,0,No Income,12,0,0,0,0,0,530020,0
670451CR1,5,Full time student,4,15-19 yrs old,3,Secondary,3,Male,0,No Income,12,0,0,0,0,0,503100,0
670451DO,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$8000 and above,11,0,1,1,118221,538070,0,1
670451DO,2,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Female,1,$3000-$3999,6,0,1,1,679002,507052,0,1
670451DO,3,Full time student,4,10-14 yrs old,2,Secondary,3,Female,1,No Income,12,0,0,0,0,0,518151,0
670451DO,4,Full time student,4,4-9 yrs old,1,Preschool,1,Male,0,No Income,12,0,0,0,0,0,508150,0
670451DO,5,Domestic worker,10,20-24 yrs old,4,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
670451ER5,1,Full time student,4,15-19 yrs old,3,Private school,8,Male,0,No Income,12,0,0,0,0,0,505090,0
670451ER5,2, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
670451ER5,3,Homemaker,5,60-64 yrs old,12,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
670451ER5,4, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
670471AO,1,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,$1500-$1999,3,0,0,1,628209,554011,0,1
670471BR8,1,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$2500-$2999,5,0,1,1,536199,544150,0,1
670471BR8,2,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Female,1,Refused,14,0,1,1,486162,549470,0,1
670471BR8,3, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
670471CR4,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,Refused,14,0,1,1,460018,502130,0,1
670471CR4,2,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,Refused,14,0,0,1,628423,535190,0,1
670471CR4,3, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
670471CR4,4, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
670471DR4,1,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$4000-$4999,7,0,1,1,637609,553191,0,1
670471EO,1,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Male,0,$1001-$1499,2,0,0,1,758057,542070,0,1
670471EO,2,Homemaker,5,50-54 yrs old,10,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
670471EO,3,Full time student,4,15-19 yrs old,3,Polytechnic,5,Female,1,No Income,12,0,0,0,0,0,0,0
670471EO,4,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Male,0,$1-$1000,1,0,0,1,628437,535190,0,1
670472AO,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$2000-$2499,4,0,0,1,629619,535050,0,1
670472AO,2,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,$2500-$2999,5,0,0,1,629560,535070,0,1
670472AO,3,Retired,6,60-64 yrs old,12,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
670472AO,4, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
670472BR1,1,Employed Part-time,2,45-49 yrs old,9,not a full time student,11,Male,0,Refused,14,0,0,0,0,0,0,2
670472BR1,2,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$1001-$1499,2,0,1,1,238866,531020,0,1
670472BR1,3,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,507183,0
670472BR1,4,Full time student,4,4-9 yrs old,1,Primary,2,Male,0,No Income,12,0,0,0,0,0,507183,0
670472BR1,5,Full time student,4,4-9 yrs old,1,Primary,2,Male,0,No Income,12,0,0,0,0,0,507183,0
670472CR1,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Female,1,Refused,14,0,0,1,238162,531020,0,1
670472CR1,2,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,507183,0
670472CR1,3, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
670472DO,1,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Male,0,Refused,14,0,1,1,639130,553150,0,1
670472DO,2,Homemaker,5,55-59 yrs old,11,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
670472DO,3,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,$2000-$2499,4,0,1,1,639463,553052,0,1
670472ER5,1, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
670472ER5,2,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,Refused,14,0,1,1,738340,542200,0,1
670475AO,1,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$5000-$5999,8,0,1,1,449269,525060,0,1
670475AO,2,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Female,1,$3000-$3999,6,0,0,1,49319,514010,0,1
670475BR1,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Female,1,Refused,14,0,1,1,229835,528073,0,1
670475BR1,2,Employed Part-time,2,45-49 yrs old,9,not a full time student,11,Male,0,Refused,14,0,1,0,0,0,0,2
670475BR1,3,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Male,0,Refused,14,0,1,1,639486,553122,0,1
670475BR1,4,Full time student,4,15-19 yrs old,3,Private school,8,Female,1,No Income,12,0,1,0,0,0,515130,0
670475DO,1,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$2000-$2499,4,0,1,1,159919,506110,0,1
670475DO,2,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,Refused,14,0,0,1,119962,538260,0,1
670475DO,3, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
670475DO,4,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,Refused,14,0,0,1,119962,538260,0,1
670475DR2,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,$2500-$2999,5,1,1,1,670475,507160,0,1
670475DR2,2,Self-employed,3,35-39 yrs old,7,not a full time student,11,Male,0,$3000-$3999,6,0,1,0,0,0,0,2
670475DR2,3,Full time student,4,4-9 yrs old,1,Primary,2,Male,0,No Income,12,0,0,0,0,0,507183,0
670475DR2,4,Full time student,4,4-9 yrs old,1,Primary,2,Male,0,No Income,12,0,0,0,0,0,507183,0
670475DR2,5,Domestic worker,10,30-34 yrs old,6,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
670484AR1,1,Homemaker,5,30-34 yrs old,6,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
670484AR1,2,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,Refused,14,0,1,1,238872,531030,0,1
670484AR1,3, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
670484AR1,4, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
670484AR1,5, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
670484BR1,1,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Female,1,$4000-$4999,7,0,0,1,628498,504070,0,2
670484BR1,2,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,Refused,14,0,0,1,469023,502070,0,1
670484CO,1,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,Refused,14,0,1,1,68897,514040,0,1
670484CO,2,Retired,6,80-84 yrs old,16,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
670484CO,3,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,Refused,14,0,1,1,629460,535050,0,1
670484CO,4,Homemaker,5,50-54 yrs old,10,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
670484CO,5,Domestic worker,10,20-24 yrs old,4,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
670484EO,1,Self-employed,3,40-44 yrs old,8,not a full time student,11,Male,0,$4000-$4999,7,0,1,0,0,0,0,2
670484EO,2,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,$3000-$3999,6,0,1,1,689762,512130,0,1
670544AO,1,Employed Full-time,1,60-64 yrs old,12,not a full time student,11,Male,0,$6000-$6999,9,0,1,1,628054,504130,0,1
670544AO,2,Homemaker,5,60-64 yrs old,12,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
670544AO,3,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,$3000-$3999,6,0,1,1,120450,513070,0,1
670544AO,4,Full time student,4,10-14 yrs old,2,Secondary,3,Male,0,No Income,12,0,0,0,0,0,507170,0
670544AO,5,Full time student,4,4-9 yrs old,1,Primary,2,Female,1,No Income,12,0,0,0,0,0,507062,0
670544BO,1,Retired,6,60-64 yrs old,12,not a full time student,11,Male,0,$2000-$2499,4,0,0,0,0,0,0,0
670544BO,2,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Female,1,$4000-$4999,7,0,1,1,319580,552030,0,1
670544DO,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$5000-$5999,8,0,1,1,38988,514171,0,1
670544DO,2,Homemaker,5,35-39 yrs old,7,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
670544DO,3,Full time student,4,4-9 yrs old,1,Primary,2,Male,0,No Income,12,0,0,0,0,0,552080,0
670544DO,4,Full time student,4,4-9 yrs old,1,Preschool,1,Male,0,No Income,12,0,0,0,0,0,0,0
670544EO,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$3000-$3999,6,0,1,1,698956,555010,0,1
670544EO,2,Homemaker,5,35-39 yrs old,7,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
670544EO,3,Full time student,4,15-19 yrs old,3,Secondary,3,Female,1,No Income,12,0,0,0,0,0,507170,0
670544EO,4,Full time student,4,10-14 yrs old,2,Primary,2,Female,1,No Income,12,0,0,0,0,0,507052,0
670544EO,5,Full time student,4,4-9 yrs old,1,Primary,2,Female,1,No Income,12,0,0,0,0,0,507052,0
670609AO,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,$2000-$2499,4,0,1,1,530208,516022,0,1
670609AO,2,Homemaker,5,45-49 yrs old,9,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
670609AO,3,Full time student,4,20-24 yrs old,4,Post Secondary (JC/CI/ITE),4,Female,1,No Income,12,0,0,0,0,0,501080,0
670609AO,4,Full time student,4,15-19 yrs old,3,Post Secondary (JC/CI/ITE),4,Male,0,No Income,12,0,0,0,0,0,513102,0
670609AO,5,Full time student,4,15-19 yrs old,3,Secondary,3,Male,0,No Income,12,0,0,0,0,0,512030,0
670609BO,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$1001-$1499,2,0,1,1,424837,525090,0,1
670609BO,2,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,118521,538060,0,1
670609BO,3,Full time student,4,4-9 yrs old,1,Preschool,1,Female,1,No Income,12,0,0,0,0,0,518152,0
670609BO,4,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$1-$1000,1,0,0,1,758155,542210,0,1
670609BO,5,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Female,1,$1-$1000,1,0,0,1,528764,549120,0,1
670609BO,6,Full time student,4,4-9 yrs old,1,Preschool,1,Male,0,No Income,12,0,0,0,0,0,542200,0
670609BO,7,Domestic worker,10,20-24 yrs old,4,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
670609CO,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$3000-$3999,6,0,1,1,117606,538281,0,1
670609CO,2,Employed Part-time,2,30-34 yrs old,6,not a full time student,11,Female,1,$1-$1000,1,0,0,1,730166,556030,0,1
670609CO,3,Full time student,4,15-19 yrs old,3,Secondary,3,Male,0,No Income,12,0,0,0,0,0,507170,0
670609CO,4,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,507062,0
670609DO,1,Unemployed,7,50-54 yrs old,10,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0,0
670609DO,2,Self-employed,3,45-49 yrs old,9,not a full time student,11,Female,1,$2500-$2999,5,0,0,1,600347,517182,0,1
670609DO,3,Full time student,4,4-9 yrs old,1,Primary,2,Male,0,No Income,12,0,0,0,0,0,507062,0
670609EO,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$4000-$4999,7,0,0,1,529542,549112,0,1
670609EO,2,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,$4000-$4999,7,0,0,1,738406,548130,0,1
670609EO,3,Full time student,4,4-9 yrs old,1,Preschool,1,Male,0,No Income,12,0,0,0,0,0,544150,0
670609EO,4, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
670609EO,5,Domestic worker,10,35-39 yrs old,7,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
670613AO,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$4000-$4999,7,0,1,1,627883,554012,0,1
670613AO,2,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,$2000-$2499,4,0,0,1,229899,519052,0,1
670613AO,3,Full time student,4,4-9 yrs old,1,Preschool,1,Male,0,No Income,12,0,0,0,0,0,507062,0
670613AO,4,Domestic worker,10,25-29 yrs old,5,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
670613BR1,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,$2000-$2499,4,0,1,0,0,0,0,1
670613BR1,2,Self-employed,3,40-44 yrs old,8,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,2
670613BR1,3,Full time student,4,15-19 yrs old,3,Secondary,3,Female,1,No Income,12,0,0,0,0,0,512150,0
670613BR1,4,Full time student,4,10-14 yrs old,2,Secondary,3,Male,0,No Income,12,0,0,0,0,0,507061,0
670613CO,1,Homemaker,5,65-69 yrs old,13,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
670613CO,2,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$3000-$3999,6,0,1,1,138671,538130,0,1
670613CO,3,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Female,1,$2000-$2499,4,0,0,1,138671,538130,0,1
670613CO,4, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
670613CO,5,Domestic worker,10,30-34 yrs old,6,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
670613DO,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,$1500-$1999,3,0,0,1,619697,518110,0,1
670613DO,2,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Female,1,$1-$1000,1,0,0,1,677744,507183,0,1
670613DO,3,National service,8,20-24 yrs old,4,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0,0
